name,review_text,rating,institution
Sarthak Tegta,No Text,4,NIT Hamirpur Library
arun,No Text,4,NIT Hamirpur Library
Deviprasad Singh,No Text,4,NIT Hamirpur Library
Ayushmaan Chauhan,No Text,5,NIT Hamirpur Library
Soman Anshuman,"Variety of books can be found here, whether be it academic or fiction.
Well arranged and highly-secured.",4,NIT Hamirpur Library
Deepak Rana,No Text,5,NIT Hamirpur Library
Rachit Upadhyay,Central library of NITH. Well illuminated halls and seating facility for students to study. Large no. Of books available for issue to students. Season wise room temperature control also available.,5,NIT Hamirpur Library
20bme051 Vaibhav Sharma,Has all important books,5,NIT Hamirpur Library
mohan bajaj,Perfect place if you want to prepare for something or in exams. You can sit on differet floors. Furniture is good and rooms lessed with Ac and Fans. Staff is good. Card is necesaary to enter. It was my favourite place during Mtech. Amual shop was there just out side of it.,5,NIT Hamirpur Library
ROHIT KUMAR,This is the most important place when the exam time comes. It consists of four floors where upper three and half of ground floors is being for the reading section.,5,NIT Hamirpur Library
Taba Tapu,No Text,5,NIT Hamirpur Library
AJAY SHARMA,Learn and earn,5,NIT Hamirpur Library
Vinod,Good place for study.it's peace is more helpful for concerned our mind in study and it's make easy to study specially in examination time,5,NIT Hamirpur Library
Aman Garg,Very calm place,5,NIT Hamirpur Library
PRAKHAR TIWARI,No Text,5,NIT Hamirpur Library
kanav mahajan,Best place to study.,5,NIT Hamirpur Library
Akash kumar,No Text,4,NIT Hamirpur Library
Aditya Ranjan,Peaceful place to study....Free internet service,4,NIT Hamirpur Library
SURESH KUMAR,Comfort,5,NIT Hamirpur Library
Meet Vyas,No Text,4,NIT Hamirpur Library
sachin thakur,No Text,4,NIT Hamirpur Library
surya pandey,"Full ac ..
Nice desk...
Peace",5,NIT Hamirpur Library
Rahul Dev,Library NIT Hamirpur,4,NIT Hamirpur Library
Sanjib Sikder,"Best place to pass time along with learning. Just lift any book of your interest, find any corner and enjoy.",5,NIT Hamirpur Library
Sameer Mansuri,No Text,5,NIT Hamirpur Library
adarsh kumar,No Text,4,NIT Hamirpur Library
Prashant Malik,Nice design,5,NIT Hamirpur Library
Shashi Dhara,Has good seating capacity with good studying environment,5,NIT Hamirpur Library
rohit bharti,No Text,5,NIT Hamirpur Library
Rahul Kumar,No Text,4,NIT Hamirpur Library
tushar,The best library with well planned atmosphere of study,5,NIT Hamirpur Library
Sanjeev Choudhary,Peace,4,NIT Hamirpur Library
MCQ questions,"I like reading room facilities here.
In Reading Rooms
1. A.C.
2. Quite
3. Seperate chair
4. Lighting arrangements are good
5. Toilets
6. Aquaguard water supply
7. Journals are available
8. Can read 10 types of new paper both Hindi and English
9.  You can read here from 9 am to 12 pm without any disturbance
10. WI-FI facility also provided
11. You can carry your personal books.
12. You can go to drink tea or eat somewhere ICH or JUICE BAR are nearby library
13. Behaviour of staff is good and healpful.
14. Best for exam times
I have posted many pics of the library see those.",5,NIT Hamirpur Library
Shubham kumar,A lot of books,5,NIT Hamirpur Library
Abhinav Kushwah,No Text,5,NIT Hamirpur Library
Subhankar Padhy,No Text,4,NIT Hamirpur Library
ABHISHEK SINGH PARIHAR,No Text,5,NIT Hamirpur Library
Pankaj Rawat (Itzz_raaz_),No Text,4,NIT Jaipur Library
Mudit Jhawar,No Text,1,NIT Jaipur Library
Priyansha,Awful library. Has all books except what professors recommend. Recommended ones are very hard to find. Even the books which are there only 10-20% books are indexed properly. Looking for 2-3 books takes 1.5 hours. Facility needs to improve significantly.,1,NIT Jaipur Library
Saloni Choudhary,No Text,1,NIT Jaipur Library
Lovekush Mehra,"Many of the books are available and almost all the course books also are available. Many types of magazines are also available there. You can use e-resources also. It provides a very great environment for the students.
Book bank is always helpful for the students for any kind of help. It provides all types of modern facilities. Overall it is a good library for students.",5,NIT Jaipur Library
Devansh Shrivastav,No Text,4,NIT Jaipur Library
Sanskar Gupta,"So much advanced library, It has automatic book borrow, return, renew facilities. It also has sliding bookcases which feels too modern rather than old fashioned bookshelves.",5,NIT Jaipur Library
Lucky,No Text,5,NIT Jaipur Library
Amit Vishwakarma,No Text,5,NIT Jaipur Library
Rajesh kumawat,No Text,1,NIT Jaipur Library
Pooja Bhati,No Text,5,NIT Jaipur Library
Lagan Singh,No Text,4,NIT Jaipur Library
Chandresh Vamja,No Text,4,NIT Jaipur Library
Harsh,Very nice place with great facility and comfort to study in peace. You can easily study here for long hours if you love peaceful environment for studies like me;),5,NIT Jaipur Library
lalita choudhary,No Text,4,NIT Jaipur Library
Silpa Priyadarsini Das,No Text,5,NIT Jaipur Library
harsha kaja,No Text,5,NIT Jaipur Library
DILIP KUMAR,No Text,5,NIT Jaipur Library
sandeep meerwal,No Text,5,NIT Jaipur Library
Priyanka Kumari,No Text,4,NIT Jaipur Library
Himangi Asawat,No Text,1,NIT Jaipur Library
Sakshi Gupta,No Text,5,NIT Jaipur Library
Prerna Jasuja,No Text,5,NIT Jaipur Library
Bhawarnab Gautam,No Text,5,NIT Jaipur Library
Priyanka Meena,No Text,5,NIT Jaipur Library
Rajveer Meena,No Text,5,NIT Jaipur Library
Navneet Nishant,No Text,5,NIT Jaipur Library
Dhruvjeet patel,No Text,4,NIT Jaipur Library
Shivani Ojha,No Text,5,NIT Jaipur Library
Ankita Kumari Sinduriya,In the  tough weather of Rajasthan our MNIT library is a heavenly place for study.,5,NIT Jaipur Library
VIKAS NITHARWAL,No Text,5,NIT Jaipur Library
Minu Khemnani,No Text,5,NIT Jaipur Library
Paurush Tiwari,No Text,5,NIT Jaipur Library
Shubham Rana,No Text,5,NIT Jaipur Library
Ravindra Singh Shekhawat,No Text,5,NIT Jaipur Library
PRIYANKA GUPTA,No Text,5,NIT Jaipur Library
DEEPAK KUMAR YADAV,No Text,5,NIT Jaipur Library
Pranjal Yadav,No Text,5,NIT Jaipur Library
Akhil Mittal,No Text,5,NIT Jaipur Library
Sandeep Mandal,No Text,5,NIT Jaipur Library
RISHABH GUPTA,No Text,5,NIT Jaipur Library
Abhijit Kale,No Text,5,NIT Jaipur Library
Sanjay Choudhary,No Text,4,NIT Jaipur Library
DHARM RAJ BAIRWA,No Text,5,NIT Jaipur Library
Rashi Aswani,No Text,5,NIT Jaipur Library
Dharmendra Dudi,No Text,5,NIT Jaipur Library
Vikash Upadhyay,No Text,1,NIT Jaipur Library
varun shrivastava,No Text,3,NIT Jaipur Library
Amit Goyal,No Text,5,NIT Jaipur Library
Hemant Dahima,No Text,5,NIT Jaipur Library
avinash mane,No Text,5,NIT Jaipur Library
Hemant Borakh,No Text,5,NIT Jaipur Library
Vakacharla Bharat kumar,No Text,4,NIT Jaipur Library
Abhi Verma,No Text,5,NIT Jaipur Library
RaZe Gaming,No Text,5,NIT Jaipur Library
Divyansh Sharma,No Text,5,NIT Jaipur Library
NEHA KESHRI,No Text,5,NIT Jaipur Library
Vaijayanti Mallick,No Text,5,NIT Jaipur Library
Lakshay Khichi,No Text,5,NIT Jaipur Library
Yogesh Meena,No Text,5,NIT Jaipur Library
Bhavesh Sharma,No Text,5,NIT Jaipur Library
Nitin Meena,No Text,4,NIT Jaipur Library
sadhana savkare,No Text,4,NIT Jaipur Library
Harshit Sandilya,No Text,4,NIT Jaipur Library
Ankita216 Singh,No Text,4,NIT Jaipur Library
Sunita Kanal,No Text,5,NIT Jaipur Library
mohit patodiya,No Text,5,NIT Jaipur Library
kanchan jakhar,No Text,5,NIT Jaipur Library
RAKESH SHARMA,No Text,5,NIT Jaipur Library
Radhika Sharma,No Text,5,NIT Jaipur Library
Sonu Jain,No Text,5,NIT Jaipur Library
vijay katari,No Text,5,NIT Jaipur Library
Ashwani kumar Dubey,No Text,5,NIT Jaipur Library
lokesh kumar,No Text,1,NIT Jaipur Library
Ashutosh kumar,No Text,5,NIT Jaipur Library
Arunava Biswas,No Text,5,NIT Jaipur Library
Vishnu swaroop N,No Text,5,NIT Jaipur Library
ashok bansiwal,No Text,5,NIT Jaipur Library
Charchit Bansal,No Text,5,NIT Jaipur Library
Jaya Sharma,"Whatever u want, u will get there.
The calmness
Silence
Books
Environment
Everything is there.",5,NIT Jaipur Library
Navdeep Singh,No Text,5,NIT Jaipur Library
Chabi Kumar,Great,5,NIT Jaipur Library
Tarun Choudhary,No Text,5,NIT Jaipur Library
gaurav mittal,No Text,4,NIT Jaipur Library
sandeep kumar,No Text,5,NIT Jaipur Library
rithvik ganji,No Text,5,NIT Jaipur Library
Arjunlal Yadav,No Text,4,NIT Jaipur Library
Pankaj Yadav,No Text,5,NIT Jaipur Library
Prakash Chandra,No Text,2,NIT Jaipur Library
Gaurav Vasita,No Text,5,NIT Jaipur Library
Gaurav Joshi,No Text,4,NIT Jaipur Library
ankit meena,No Text,5,NIT Jaipur Library
Himanshu Patidar,No Text,1,NIT Jaipur Library
Paras Garg,No Text,4,NIT Jaipur Library
Rohit Chaudhary,"Very silent And calm place, u'll be in totally different world after sitting for 1 hr",5,NIT Jaipur Library
Nikhil Singh,No Text,5,NIT Jaipur Library
SURAJ PATHAK,Best place for study... I love this place in college... Peaceful atmosphere..,5,NIT Jaipur Library
Yuvraj Kochar,No Text,5,NIT Jaipur Library
prashant kumar,"Not a student of MNIT but visited this library, A lot room for improvement in catalogue and",2,NIT Jaipur Library
vi Singh,Nice Place to study in peace ( For Mnit student ),5,NIT Jaipur Library
Abhilash Thakare,No Text,4,NIT Jaipur Library
AKSHIT SHARMA,No Text,5,NIT Jaipur Library
Ajay Jain,No Text,5,NIT Jaipur Library
RISHABH RAJ,No Text,5,NIT Jaipur Library
Prateek Singh,No Text,4,NIT Jaipur Library
Anju Sangwan,No Text,5,NIT Jaipur Library
M M,No Text,5,NIT Jaipur Library
prabhat dubey,No Text,5,NIT Jaipur Library
isha tayal,No Text,5,NIT Jaipur Library
RAHUL KUMAR,No Text,4,NIT Jaipur Library
nivedika Nivi,No Text,4,NIT Jaipur Library
Dipanshu sharma,Very good place best for study.perfect.,5,NIT Jaipur Library
Prahalad Khatik,No Text,4,NIT Jaipur Library
YOGESH KUMAR,"Here all instructions given by government are followed and all precautions to be considered in library,,",5,NIT Jaipur Library
Anirban Majumdar,No Text,5,NIT Jaipur Library
Nitesh Meena,No Text,5,NIT Jaipur Library
eashwar reddy,No Text,5,NIT Jaipur Library
bhoop singh,"Mnit library is one of the best place in MNIT JAIPUR . Peaceful place to study . You can get all types newspapers and magazines here . For seniors silent zones are available where no one can disturb you . You can find many books of your interest . Btech , Mtech , MBA ,MSc , BArc all courses books are available here .",4,NIT Jaipur Library
Rajat Sharma,comfortable and very good for study....,5,NIT Jaipur Library
trilok chand goyal,No Text,5,NIT Jaipur Library
Rao Ranjeet Yadav,Good library,5,NIT Jaipur Library
Manav Singh,No Text,4,NIT Jaipur Library
akshay bhalerao,Good facilities .,5,NIT Jaipur Library
Vishal Joshi,No Text,3,NIT Jaipur Library
Hrutik Bhalerao,No Text,4,NIT Jaipur Library
Urvi Pandya,No Text,5,NIT Jaipur Library
Adarsh Jain,"Many of the books are available and almost all the course books are available. Different magazines are also there. You can use e-resources also.
Book bank is helpful for student. We can take 4 books per semester of our choice without paid a single rupee. We don't have to buy some books from market but sometimes it's difficult to find a book of your choice, it's your luck and some hard work that you will find a book that is useful for you.",4,NIT Jaipur Library
Sumant Yadav,No Text,5,NIT Jaipur Library
SATENDRA SINGH,"The library has a spacious and well equipped library which is being run according to an open access system. It has rich collection of about 1,33,600 volumes of books, periodicals, reports and reference material. In addition to the books from main library, some more books are issued to students from book bank also. Xeroxing facility is available to the users at very nominal rate. The library is being fully computerized.
One of the best library in Jaipur.",5,NIT Jaipur Library
Divyanshu Jain,No Text,5,NIT Jaipur Library
Moon Light,No Text,5,NIT Jaipur Library
Apurva Mishra,One of the finest resource library in jaipur.,5,NIT Jaipur Library
vishnu singh,Good for preparing exam,5,NIT Jaipur Library
Rajat Nagar,Large number of books available. E-resource facility is also very good.,5,NIT Jaipur Library
mohit aggarwal,No Text,4,NIT Jaipur Library
Nikunj patel,Its provide lots of range of books,5,NIT Jaipur Library
PRANSHU KHANDELWAL,No Text,2,NIT Jaipur Library
ravi bahadur,No Text,5,NIT Jaipur Library
Ashok Danga,No Text,5,NIT Jaipur Library
Rohit Jhalani,No Text,4,NIT Jaipur Library
Thiroda Parveen,No Text,5,NIT Jaipur Library
Chandra Kant,Good place for borrowing books for each sem....,4,NIT Jaipur Library
Harsh Agrawal,"Learning resource centre of MNIT Jaipur is one of the best library among all nit's, almost all streams books are available like engineering,Mtech,BTech. research papers and journals are also available .fully automatic, worked on RFID system.",5,NIT Jaipur Library
SURESH JAT,Good place for study in peace... Lot of books are here..,5,NIT Jaipur Library
Deepak Yadav,It provide books for each semester and return after a semester. Many books are available. One have to struggle sometimes to search a book organisation is not cool.,4,NIT Jaipur Library
Yash Bhatnagar,No Text,5,NIT Jaipur Library
Jagdish Prasad Lovevanshi,No Text,3,NIT Jaipur Library
ASHISH GOYAL,No Text,5,NIT Jaipur Library
ARVIND KUMAR,No Text,5,NIT Jaipur Library
Rahul Sharma,No Text,5,NIT Jaipur Library
Malik Atal,No Text,5,NIT Jaipur Library
Sunita Meena,No Text,5,NIT Jaipur Library
Abhinandan uday Mangla,No Text,5,NIT Jalandhar Library
Supravat Malas,No Text,5,NIT Jalandhar Library
amit rajak,No Text,5,NIT Jalandhar Library
Sajad Bhat,One of the best in north India,5,NIT Jalandhar Library
JAYANTA PRASAD,No Text,4,NIT Jalandhar Library
abhijeet roshan,No Text,5,NIT Jalandhar Library
Sunil Mishra,No Text,5,NIT Jalandhar Library
RAHUL MORYA,No Text,5,NIT Jalandhar Library
Ayushmaan Tewari,No Text,5,NIT Jalandhar Library
Hansa Upreti,No Text,5,NIT Jalandhar Library
Rajan Parashar,No Text,5,NIT Jalandhar Library
raghvendra gupta,No Text,5,NIT Jalandhar Library
Mohit Kumar,No Text,4,NIT Jalandhar Library
tanish mahajan,No Text,5,NIT Jalandhar Library
Swaraj katiyar,No Text,5,NIT Jalandhar Library
Avinash Singh,No Text,5,NIT Jalandhar Library
Kshitij,No Text,5,NIT Jalandhar Library
Sayam Sharma,No Text,5,NIT Jalandhar Library
Saksham Jaswal,No Text,4,NIT Jalandhar Library
Aneesul Islam,No Text,5,NIT Jalandhar Library
Uttamjit Singh,A good and silent place for studying with thousands of books available.,4,NIT Jalandhar Library
Pratham Bansal,No Text,5,NIT Jalandhar Library
KOJA RAM,Good place for studying peacefully without no disturbance. A large number of books can be found here. Students enjoy the book reading and creates their bright future,5,NIT Jalandhar Library
